MOLECULE,ROUTE,TECHNICAL_SPECIFICATIONS,ATC_CODE,_BRAND_CANDIDATE,_BRAND_CANDIDATE_N,_FDA_BRAND_N,_FDA_GENERIC_N,_GENERIC_FROM_BRAND,_GENERIC_BEST,_GENERIC_BASE,_ROUTE_N,_STRENGTHS,_FORMS,_SIG3,_ROUTE_FAMILY,_FORM_FIRST,_FORM_GROUP
"Amino acids, crystalline standard",Inj.:,10% in 1 L Bottle (IV Infusion) ,B05BA01,,,,STREPTOKINASE,STREPTOKINASE,AMINO ACIDS CRYSTALLINE STANDARD,AMINO ACIDS CRYSTALLINE STANDARD,INJ.,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
"Amino acids, crystalline standard",Inj.:,11.4% in 100 mL Bottle (IV Infusion) ,B05BA01,,,,STREPTOKINASE,STREPTOKINASE,AMINO ACIDS CRYSTALLINE STANDARD,AMINO ACIDS CRYSTALLINE STANDARD,INJ.,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
"Amino acids, crystalline standard",Inj.:,11.4% in 500 mL Bottle (IV Infusion) ,B05BA01,,,,STREPTOKINASE,STREPTOKINASE,AMINO ACIDS CRYSTALLINE STANDARD,AMINO ACIDS CRYSTALLINE STANDARD,INJ.,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
"Amino acids, crystalline standard",Inj.:,11.4% in 1 L Bottle (IV Infusion) ,B05BA01,,,,STREPTOKINASE,STREPTOKINASE,AMINO ACIDS CRYSTALLINE STANDARD,AMINO ACIDS CRYSTALLINE STANDARD,INJ.,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
"Amino acids, crystalline standard",Inj.:,8% (as Branched chain) in 500 mL Bottle (IV Infusion) ,B05BA01,,,,STREPTOKINASE,STREPTOKINASE,AMINO ACIDS CRYSTALLINE STANDARD,AMINO ACIDS CRYSTALLINE STANDARD,INJ.,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
"Amino acids, crystalline standard",Inj.:,9.12% in 20 mL Ampul (IV Infusion) ,B05BA01,,,,STREPTOKINASE,STREPTOKINASE,AMINO ACIDS CRYSTALLINE STANDARD,AMINO ACIDS CRYSTALLINE STANDARD,INJ.,[],['AMPUL'],[]|['AMPUL']|INJ.,INJ.,AMPUL,AMPUL
"Amino acids, crystalline standard",Inj.:,9.12% in 200 mL Bottle (IV Infusion) ,B05BA01,,,,STREPTOKINASE,STREPTOKINASE,AMINO ACIDS CRYSTALLINE STANDARD,AMINO ACIDS CRYSTALLINE STANDARD,INJ.,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
Aminophylline/Theophylline ethylenediamine,Inj.:,25 mg/mL in 10 mL Ampul (IV) ,R03DA05,,,,STREPTOKINASE,STREPTOKINASE,AMINOPHYLLINE/THEOPHYLLINE ETHYLENEDIAMINE,AMINOPHYLLINE/THEOPHYLLINE ETHYLENEDIAMINE,INJ.,"['25.0MG/1ML', '25.0MG']",['AMPUL'],"['25.0MG/1ML', '25.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Amiodarone,Oral:,200 mg (as Hydrochloride) Tablet ,C01BD01,,,,STREPTOKINASE,STREPTOKINASE,AMIODARONE,AMIODARONE,PO,['200.0MG'],['TABLET'],['200.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Amiodarone,Inj.:,50 mg/mL (as Hydrochloride) in 3 mL Ampul (IV) ,C01BD01,,,,STREPTOKINASE,STREPTOKINASE,AMIODARONE,AMIODARONE,INJ.,"['50.0MG/1ML', '50.0MG']",['AMPUL'],"['50.0MG/1ML', '50.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Amlodipine,Oral:,5 mg (as Besilate/Camsylate) Tablet *Primary Health Care,C08CA01,,,,STREPTOKINASE,STREPTOKINASE,AMLODIPINE,AMLODIPINE,PO,['5.0MG'],['TABLET'],['5.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Amlodipine,Oral:,10 mg (as Besilate/Camsylate) Tablet *Primary Health Care,C08CA01,,,,STREPTOKINASE,STREPTOKINASE,AMLODIPINE,AMLODIPINE,PO,['10.0MG'],['TABLET'],['10.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Amoxicillin,Oral:,250 mg (as Trihydrate) Capsule *Primary Health Care,J01CA04,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN,AMOXICILLIN,PO,['250.0MG'],['CAPSULE'],['250.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Amoxicillin,Oral:,500 mg (as Trihydrate) Capsule *Primary Health Care,J01CA04,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN,AMOXICILLIN,PO,['500.0MG'],['CAPSULE'],['500.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Amoxicillin,Oral:,100 mg/mL (as Trihydrate) Granules/powder for drops in 15 mL *Primary Health Care,J01CA04,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN,AMOXICILLIN,PO,"['100.0MG/1ML', '100.0MG']",['DROPS'],"['100.0MG/1ML', '100.0MG']|['DROPS']|PO",ENTERAL,DROPS,DROPS
Amoxicillin,Oral:,250 mg/5 mL (as Trihydrate) Granules/powder for suspension in 60 mL *Primary Health Care,J01CA04,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN,AMOXICILLIN,PO,"['250.0MG/5ML', '250.0MG']",['SUSPENSION'],"['250.0MG/5ML', '250.0MG']|['SUSPENSION']|PO",ENTERAL,SUSPENSION,LIQUID_ORAL
Amoxicillin + Clavulanic acid (Co-amoxiclav),Oral:,500 mg (as Trihydrate) + 125 mg (as Potassium clavulanate) Tablet *Primary Health Care,J01CR02,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),PO,"['500.0MG', '125.0MG']",['TABLET'],"['500.0MG', '125.0MG']|['TABLET']|PO",ENTERAL,TABLET,SOLID_ORAL
Amoxicillin + Clavulanic acid (Co-amoxiclav),Oral:,875 mg (as Trihydrate) + 125 mg (as Potassium clavulanate) Tablet *Primary Health Care,J01CR02,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),PO,"['875.0MG', '125.0MG']",['TABLET'],"['875.0MG', '125.0MG']|['TABLET']|PO",ENTERAL,TABLET,SOLID_ORAL
Amoxicillin + Clavulanic acid (Co-amoxiclav),Oral:,"200 mg (as Trihydrate) + 28.5 mg (as Potassium clavulanate) per 5 mL, Granules/powder for suspension in 70 mL *Primary Health Care",J01CR02,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),PO,"['200.0MG', '28.5MG']",['SUSPENSION'],"['200.0MG', '28.5MG']|['SUSPENSION']|PO",ENTERAL,SUSPENSION,LIQUID_ORAL
Amoxicillin + Clavulanic acid (Co-amoxiclav),Oral:,"400 mg (as Trihydrate) + 57 mg (as Potassium clavulanate) per 5 mL, Granules/powder for suspension in 70 mL *Primary Health Care",J01CR02,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),PO,"['400.0MG', '57.0MG']",['SUSPENSION'],"['400.0MG', '57.0MG']|['SUSPENSION']|PO",ENTERAL,SUSPENSION,LIQUID_ORAL
Amoxicillin + Clavulanic acid (Co-amoxiclav),Oral:,"600 mg (as Trihydrate) + 42.9 mg (as Potassium clavulanate) per 5 mL, Granules/powder for suspension *Primary Health Care",J01CR02,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),PO,"['600.0MG', '42.9MG']",['SUSPENSION'],"['600.0MG', '42.9MG']|['SUSPENSION']|PO",ENTERAL,SUSPENSION,LIQUID_ORAL
Amphotericin B *Reserve antimicrobial,Inj.:,"50 mg (as Cholesteryl complex, colloidal dispersion) Vial (Lipid complex) ",A07AA07 ,,,,STREPTOKINASE,STREPTOKINASE,AMPHOTERICIN B RESERVE ANTIMICROBIAL,AMPHOTERICIN B RESERVE ANTIMICROBIAL,INJ.,['50.0MG'],['VIAL'],['50.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Amphotericin B *Reserve antimicrobial,Inj.:,"100 mg (as Cholesteryl complex, colloidal dispersion) Vial (Lipid complex) ",A07AA07 ,,,,STREPTOKINASE,STREPTOKINASE,AMPHOTERICIN B RESERVE ANTIMICROBIAL,AMPHOTERICIN B RESERVE ANTIMICROBIAL,INJ.,['100.0MG'],['VIAL'],['100.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Amphotericin B *Reserve antimicrobial,Inj.:,50 mg Vial (Non-lipid complex) ,A07AA07 ,,,,STREPTOKINASE,STREPTOKINASE,AMPHOTERICIN B RESERVE ANTIMICROBIAL,AMPHOTERICIN B RESERVE ANTIMICROBIAL,INJ.,['50.0MG'],['VIAL'],['50.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Ampicillin,Inj.:,"250 mg (as Sodium) Vial (IM, IV) *Primary Health Care",J01CA01,,,,STREPTOKINASE,STREPTOKINASE,AMPICILLIN,AMPICILLIN,INJ.,['250.0MG'],['VIAL'],['250.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Ampicillin,Inj.:,"500 mg (as Sodium) Vial (IM, IV) *Primary Health Care",J01CA01,,,,STREPTOKINASE,STREPTOKINASE,AMPICILLIN,AMPICILLIN,INJ.,['500.0MG'],['VIAL'],['500.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Ampicillin,Inj.:,"1 g (as Sodium) Vial (IM, IV) *Primary Health Care",J01CA01,,,,STREPTOKINASE,STREPTOKINASE,AMPICILLIN,AMPICILLIN,INJ.,['1.0G'],['VIAL'],['1.0G']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Ampicillin + Sulbactam,Inj.:,"500 mg (as Sodium) + 250 mg Vial (IM, IV) ",J01CR01,,,,STREPTOKINASE,STREPTOKINASE,AMPICILLIN + SULBACTAM,AMPICILLIN + SULBACTAM,INJ.,"['500.0MG', '250.0MG']",['VIAL'],"['500.0MG', '250.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Ampicillin + Sulbactam,Inj.:,"1000 mg (as Sodium) + 500 mg Vial (IM, IV) ",J01CR01,,,,STREPTOKINASE,STREPTOKINASE,AMPICILLIN + SULBACTAM,AMPICILLIN + SULBACTAM,INJ.,"['1000.0MG', '500.0MG']",['VIAL'],"['1000.0MG', '500.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Ampicillin + Sulbactam,Inj.:,"2000 mg (as Sodium) + 1000 mg Vial (IM, IV) ",J01CR01,,,,STREPTOKINASE,STREPTOKINASE,AMPICILLIN + SULBACTAM,AMPICILLIN + SULBACTAM,INJ.,"['2000.0MG', '1000.0MG']",['VIAL'],"['2000.0MG', '1000.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Anastrozole,Oral:,1 mg Film-coated tablet ,L02BG03,,,,STREPTOKINASE,STREPTOKINASE,ANASTROZOLE,ANASTROZOLE,PO,['1.0MG'],['TABLET'],['1.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Anti-D immunoglobulin (Human anti-D immunoglobulin),Inj.:,200 mcg/mL in 1.5 mL Ampul (IM) ,J06BB01,,,,STREPTOKINASE,STREPTOKINASE,ANTI-D IMMUNOGLOBULIN (HUMAN ANTI-D IMMUNOGLOBULIN),ANTI-D IMMUNOGLOBULIN (HUMAN ANTI-D IMMUNOGLOBULIN),INJ.,"['200.0MCG/1ML', '200.0MCG']",['AMPUL'],"['200.0MCG/1ML', '200.0MCG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Antilymphocyte Immunoglobulin (ALG),Inj.:,100 mg/5 mL Vial (IV) (Equine) ,"L04AA03
",,,,STREPTOKINASE,STREPTOKINASE,ANTILYMPHOCYTE IMMUNOGLOBULIN (ALG),ANTILYMPHOCYTE IMMUNOGLOBULIN (ALG),INJ.,"['100.0MG/5ML', '100.0MG']",['VIAL'],"['100.0MG/5ML', '100.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Anti-rabies serum,Inj.:,200 IU/mL in 5 mL Vial (IM) (Equine) *Primary Health Care,J06BB05,,,,STREPTOKINASE,STREPTOKINASE,ANTI-RABIES SERUM,ANTI-RABIES SERUM,INJ.,"['200.0IU/1ML', '200.0IU']",['VIAL'],"['200.0IU/1ML', '200.0IU']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Anti-rabies serum,Inj.:,400 IU/mL in 5 mL Vial (IM) (Equine) *Primary Health Care,J06BB05,,,,STREPTOKINASE,STREPTOKINASE,ANTI-RABIES SERUM,ANTI-RABIES SERUM,INJ.,"['400.0IU/1ML', '400.0IU']",['VIAL'],"['400.0IU/1ML', '400.0IU']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Anti-tetanus serum,Inj.:,4000 IU/mL in 2.5 mL Vial (IM) (Equine) *Primary Health Care,J06AA02,,,,STREPTOKINASE,STREPTOKINASE,ANTI-TETANUS SERUM,ANTI-TETANUS SERUM,INJ.,"['4000.0IU/1ML', '4000.0IU']",['VIAL'],"['4000.0IU/1ML', '4000.0IU']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Anti-tetanus serum,Inj.:,1500 IU/0.7 mL Solution for injection Ampul/Vial (IM) (Equine) *Primary Health Care,J06AA02,,,,STREPTOKINASE,STREPTOKINASE,ANTI-TETANUS SERUM,ANTI-TETANUS SERUM,INJ.,"['1500.0IU/0.7ML', '1500.0IU']","['AMPUL', 'VIAL', 'SOLUTION']","['1500.0IU/0.7ML', '1500.0IU']|['AMPUL', 'VIAL', 'SOLUTION']|INJ.",INJ.,AMPUL,AMPUL
Anti-tetanus serum,Inj.:,1500 IU/mL in 1 mL Ampul/Vial (IM) (Equine) *Primary Health Care,J06AA02,,,,STREPTOKINASE,STREPTOKINASE,ANTI-TETANUS SERUM,ANTI-TETANUS SERUM,INJ.,"['1500.0IU/1ML', '1500.0IU']","['AMPUL', 'VIAL']","['1500.0IU/1ML', '1500.0IU']|['AMPUL', 'VIAL']|INJ.",INJ.,AMPUL,AMPUL
Anti-tetanus serum,Inj.:,1500 IU/mL in 1.5 mL Ampul/Vial (IM) (Equine) *Primary Health Care,J06AA02,,,,STREPTOKINASE,STREPTOKINASE,ANTI-TETANUS SERUM,ANTI-TETANUS SERUM,INJ.,"['1500.0IU/1ML', '1500.0IU']","['AMPUL', 'VIAL']","['1500.0IU/1ML', '1500.0IU']|['AMPUL', 'VIAL']|INJ.",INJ.,AMPUL,AMPUL
Antithymocyte Immunoglobulin (ATG),Inj.:,25 mg/5 mL Vial (IV) (Rabbit) ,L04AA04,,,,STREPTOKINASE,STREPTOKINASE,ANTITHYMOCYTE IMMUNOGLOBULIN (ATG),ANTITHYMOCYTE IMMUNOGLOBULIN (ATG),INJ.,"['25.0MG/5ML', '25.0MG']",['VIAL'],"['25.0MG/5ML', '25.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Apixaban,Oral:,2.5 mg Film-coated tablet ,B01AF02 ,,,,STREPTOKINASE,STREPTOKINASE,APIXABAN,APIXABAN,PO,['2.5MG'],['TABLET'],['2.5MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Apixaban,Oral:,5 mg Film-coated tablet ,B01AF02 ,,,,STREPTOKINASE,STREPTOKINASE,APIXABAN,APIXABAN,PO,['5.0MG'],['TABLET'],['5.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Aripriprazole,Oral:,10 mg Tablet ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO,['10.0MG'],['TABLET'],['10.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Aripriprazole,Oral:,15 mg Tablet ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO,['15.0MG'],['TABLET'],['15.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Aripriprazole,Oral:,20 mg Tablet ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO,['20.0MG'],['TABLET'],['20.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Aripriprazole,Oral:,30 mg Tablet ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO,['30.0MG'],['TABLET'],['30.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Aripriprazole,Oral:,10 mg Orally disintegrating tablet (ODT) ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO,['10.0MG'],['TABLET'],['10.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Aripriprazole,Oral:,15 mg Orally disintegrating tablet (ODT) ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO,['15.0MG'],['TABLET'],['15.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Aripriprazole,Inj.:,300 mg (200 mg/mL) Lyophilized powder for extended-release suspension for injection Pre-filled dual chamber syringe ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,INJ.,"['200.0MG/1ML', '300.0MG', '200.0MG']",['SUSPENSION'],"['200.0MG/1ML', '300.0MG', '200.0MG']|['SUSPENSION']|INJ.",INJ.,SUSPENSION,LIQUID_ORAL
Aripriprazole,Inj.:,400 mg (200 mg/mL) Lyophilized powder for extended-release suspension for injection Pre-filled dual chamber syringe ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,INJ.,"['200.0MG/1ML', '400.0MG', '200.0MG']",['SUSPENSION'],"['200.0MG/1ML', '400.0MG', '200.0MG']|['SUSPENSION']|INJ.",INJ.,SUSPENSION,LIQUID_ORAL
Artemether + Lumefantrin,Oral:,20 mg + 120 mg Tablet *Primary Health Care,P01BF01,,,,STREPTOKINASE,STREPTOKINASE,ARTEMETHER + LUMEFANTRIN,ARTEMETHER + LUMEFANTRIN,PO,"['20.0MG', '120.0MG']",['TABLET'],"['20.0MG', '120.0MG']|['TABLET']|PO",ENTERAL,TABLET,SOLID_ORAL
Artesunate,Inj.:,60 mg Vial ,P01BE03,,,,STREPTOKINASE,STREPTOKINASE,ARTESUNATE,ARTESUNATE,INJ.,['60.0MG'],['VIAL'],['60.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Artesunate,Rectal:,50 mg Suppository ,P01BE03,,,,STREPTOKINASE,STREPTOKINASE,ARTESUNATE,ARTESUNATE,RECTAL,['50.0MG'],['SUPPOSITORY'],['50.0MG']|['SUPPOSITORY']|RECTAL,RECTAL,SUPPOSITORY,RECTAL/VAGINAL
Ascorbic acid (Vitamin C),Oral:,100 mg Tablet *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO,['100.0MG'],['TABLET'],['100.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Ascorbic acid (Vitamin C),Oral:,500 mg Tablet *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO,['500.0MG'],['TABLET'],['500.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Ascorbic acid (Vitamin C),Oral:,100 mg/5 mL Syrup in 60 mL *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO,"['100.0MG/5ML', '100.0MG']",['SYRUP'],"['100.0MG/5ML', '100.0MG']|['SYRUP']|PO",ENTERAL,SYRUP,LIQUID_ORAL
Ascorbic acid (Vitamin C),Oral:,100 mg/5 mL Syrup in 120 mL *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO,"['100.0MG/5ML', '100.0MG']",['SYRUP'],"['100.0MG/5ML', '100.0MG']|['SYRUP']|PO",ENTERAL,SYRUP,LIQUID_ORAL
Ascorbic acid (Vitamin C),Oral:,100 mg/mL Syrup in 15 mL *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO,"['100.0MG/1ML', '100.0MG']",['SYRUP'],"['100.0MG/1ML', '100.0MG']|['SYRUP']|PO",ENTERAL,SYRUP,LIQUID_ORAL
Ascorbic acid (Vitamin C),Oral:,100 mg/mL Syrup in 30 mL *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO,"['100.0MG/1ML', '100.0MG']",['SYRUP'],"['100.0MG/1ML', '100.0MG']|['SYRUP']|PO",ENTERAL,SYRUP,LIQUID_ORAL
Ascorbic acid (Vitamin C),Inj.:,250 mg/mL in 2 mL Ampul (IV) ,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),INJ.,"['250.0MG/1ML', '250.0MG']",['AMPUL'],"['250.0MG/1ML', '250.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Asparaginase,Inj.:,"10,000 IU Lyophilized powder Vial (IV) ",L01XX02,,,,STREPTOKINASE,STREPTOKINASE,ASPARAGINASE,ASPARAGINASE,INJ.,['0.0IU'],['VIAL'],['0.0IU']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Aspirin,Oral:,80 mg Tablet *Primary Health Care,B01AC06,,,,STREPTOKINASE,STREPTOKINASE,ASPIRIN,ASPIRIN,PO,['80.0MG'],['TABLET'],['80.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Aspirin,Oral:,100 mg Tablet *Primary Health Care,B01AC06,,,,STREPTOKINASE,STREPTOKINASE,ASPIRIN,ASPIRIN,PO,['100.0MG'],['TABLET'],['100.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Aspirin,Oral:,300 mg Tablet ,B01AC06,,,,STREPTOKINASE,STREPTOKINASE,ASPIRIN,ASPIRIN,PO,['300.0MG'],['TABLET'],['300.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Aspirin,Oral:,325 mg Tablet ,B01AC06,,,,STREPTOKINASE,STREPTOKINASE,ASPIRIN,ASPIRIN,PO,['325.0MG'],['TABLET'],['325.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Atenolol,Oral:,50 mg Tablet *Primary Health Care,C07AB03,,,,STREPTOKINASE,STREPTOKINASE,ATENOLOL,ATENOLOL,PO,['50.0MG'],['TABLET'],['50.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Atenolol,Oral:,100 mg Tablet *Primary Health Care,C07AB03,,,,STREPTOKINASE,STREPTOKINASE,ATENOLOL,ATENOLOL,PO,['100.0MG'],['TABLET'],['100.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Atorvastatin,Oral:,10 mg (as Calcium) Tablet *Primary Health Care,C10AA05,,,,STREPTOKINASE,STREPTOKINASE,ATORVASTATIN,ATORVASTATIN,PO,['10.0MG'],['TABLET'],['10.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Atorvastatin,Oral:,20 mg (as Calcium) Tablet *Primary Health Care,C10AA05,,,,STREPTOKINASE,STREPTOKINASE,ATORVASTATIN,ATORVASTATIN,PO,['20.0MG'],['TABLET'],['20.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Atorvastatin,Oral:,40 mg (as Calcium) Tablet *Primary Health Care,C10AA05,,,,STREPTOKINASE,STREPTOKINASE,ATORVASTATIN,ATORVASTATIN,PO,['40.0MG'],['TABLET'],['40.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Atorvastatin,Oral:,80 mg (as Calcium) Tablet *Primary Health Care,C10AA05,,,,STREPTOKINASE,STREPTOKINASE,ATORVASTATIN,ATORVASTATIN,PO,['80.0MG'],['TABLET'],['80.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Atracurium,Inj.:,10 mg/mL (as Besilate) in 2.5 mL Ampul (IV) ,M03AC04,,,,STREPTOKINASE,STREPTOKINASE,ATRACURIUM,ATRACURIUM,INJ.,"['10.0MG/1ML', '10.0MG']",['AMPUL'],"['10.0MG/1ML', '10.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Atracurium,Inj.:,10 mg/mL (as Besilate) in 5 mL Ampul (IV) ,M03AC05,,,,STREPTOKINASE,STREPTOKINASE,ATRACURIUM,ATRACURIUM,INJ.,"['10.0MG/1ML', '10.0MG']",['AMPUL'],"['10.0MG/1ML', '10.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Atropine,Oral:,600 mcg (equiv. to 500 mcg atropine) (as Sulfate) Tablet *Primary Health Care,S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,PO,"['600.0MCG', '500.0MCG']",['TABLET'],"['600.0MCG', '500.0MCG']|['TABLET']|PO",ENTERAL,TABLET,SOLID_ORAL
Atropine,Inj.:,"500 mcg/mL (as Sulfate) in 1 mL Ampul (IM, IV, SC) ",S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,INJ.,"['500.0MCG/1ML', '500.0MCG']",['AMPUL'],"['500.0MCG/1ML', '500.0MCG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Atropine,Inj.:,"600 mcg/mL (as Sulfate) in 1 mL Ampul (IM, IV, SC) ",S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,INJ.,"['600.0MCG/1ML', '600.0MCG']",['AMPUL'],"['600.0MCG/1ML', '600.0MCG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Atropine,Inj.:,"1 mg/mL (as Sulfate) in 1 mL Ampul (IM, IV, SC) *Primary Health Care",S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,INJ.,"['1.0MG/1ML', '1.0MG']",['AMPUL'],"['1.0MG/1ML', '1.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
