MOLECULE,ROUTE,TECHNICAL_SPECIFICATIONS,ATC_CODE,_BRAND_CANDIDATE,_BRAND_CANDIDATE_N,_FDA_BRAND_N,_FDA_GENERIC_N,_GENERIC_FROM_BRAND,_GENERIC_BEST,_GENERIC_BASE,_ROUTE_N,_STRENGTHS,_FORMS,_SIG3
Amoxicillin,Oral:,100 mg/mL (as Trihydrate) Granules/powder for drops in 15 mL *Primary Health Care,J01CA04,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN,AMOXICILLIN,PO,"['100MG', '15ML']",['DROPS'],"100MG,15ML|DROPS|PO"
Amoxicillin,Oral:,250 mg/5 mL (as Trihydrate) Granules/powder for suspension in 60 mL *Primary Health Care,J01CA04,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN,AMOXICILLIN,PO,"['250MG/5ML', '60ML']",['SUSPENSION'],"250MG/5ML,60ML|SUSPENSION|PO"
Amoxicillin + Clavulanic acid (Co-amoxiclav),Oral:,500 mg (as Trihydrate) + 125 mg (as Potassium clavulanate) Tablet *Primary Health Care,J01CR02,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),PO,"['125MG', '500MG']",['TABLET'],"125MG,500MG|TABLET|PO"
Amoxicillin + Clavulanic acid (Co-amoxiclav),Oral:,875 mg (as Trihydrate) + 125 mg (as Potassium clavulanate) Tablet *Primary Health Care,J01CR02,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),PO,"['125MG', '875MG']",['TABLET'],"125MG,875MG|TABLET|PO"
Amoxicillin + Clavulanic acid (Co-amoxiclav),Oral:,"200 mg (as Trihydrate) + 28.5 mg (as Potassium clavulanate) per 5 mL, Granules/powder for suspension in 70 mL *Primary Health Care",J01CR02,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),PO,"['200MG', '28.5MG', '5ML', '70ML']",['SUSPENSION'],"200MG,28.5MG,5ML,70ML|SUSPENSION|PO"
Amoxicillin + Clavulanic acid (Co-amoxiclav),Oral:,"400 mg (as Trihydrate) + 57 mg (as Potassium clavulanate) per 5 mL, Granules/powder for suspension in 70 mL *Primary Health Care",J01CR02,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),PO,"['400MG', '57MG', '5ML', '70ML']",['SUSPENSION'],"400MG,57MG,5ML,70ML|SUSPENSION|PO"
Amoxicillin + Clavulanic acid (Co-amoxiclav),Oral:,"600 mg (as Trihydrate) + 42.9 mg (as Potassium clavulanate) per 5 mL, Granules/powder for suspension *Primary Health Care",J01CR02,,,,STREPTOKINASE,STREPTOKINASE,AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),AMOXICILLIN + CLAVULANIC ACID (CO-AMOXICLAV),PO,"['42.9MG', '5ML', '600MG']",['SUSPENSION'],"42.9MG,5ML,600MG|SUSPENSION|PO"
Amphotericin B *Reserve antimicrobial,Inj.:,"50 mg (as Cholesteryl complex, colloidal dispersion) Vial (Lipid complex) ",A07AA07 ,,,,STREPTOKINASE,STREPTOKINASE,AMPHOTERICIN B RESERVE ANTIMICROBIAL,AMPHOTERICIN B RESERVE ANTIMICROBIAL,INJ.,['50MG'],['VIAL'],50MG|VIAL|INJ.
Amphotericin B *Reserve antimicrobial,Inj.:,"100 mg (as Cholesteryl complex, colloidal dispersion) Vial (Lipid complex) ",A07AA07 ,,,,STREPTOKINASE,STREPTOKINASE,AMPHOTERICIN B RESERVE ANTIMICROBIAL,AMPHOTERICIN B RESERVE ANTIMICROBIAL,INJ.,['100MG'],['VIAL'],100MG|VIAL|INJ.
Amphotericin B *Reserve antimicrobial,Inj.:,50 mg Vial (Non-lipid complex) ,A07AA07 ,,,,STREPTOKINASE,STREPTOKINASE,AMPHOTERICIN B RESERVE ANTIMICROBIAL,AMPHOTERICIN B RESERVE ANTIMICROBIAL,INJ.,['50MG'],['VIAL'],50MG|VIAL|INJ.
Ampicillin,Inj.:,"250 mg (as Sodium) Vial (IM, IV) *Primary Health Care",J01CA01,,,,STREPTOKINASE,STREPTOKINASE,AMPICILLIN,AMPICILLIN,INJ.,['250MG'],['VIAL'],250MG|VIAL|INJ.
Ampicillin,Inj.:,"500 mg (as Sodium) Vial (IM, IV) *Primary Health Care",J01CA01,,,,STREPTOKINASE,STREPTOKINASE,AMPICILLIN,AMPICILLIN,INJ.,['500MG'],['VIAL'],500MG|VIAL|INJ.
Ampicillin,Inj.:,"1 g (as Sodium) Vial (IM, IV) *Primary Health Care",J01CA01,,,,STREPTOKINASE,STREPTOKINASE,AMPICILLIN,AMPICILLIN,INJ.,['1G'],['VIAL'],1G|VIAL|INJ.
Ampicillin + Sulbactam,Inj.:,"500 mg (as Sodium) + 250 mg Vial (IM, IV) ",J01CR01,,,,STREPTOKINASE,STREPTOKINASE,AMPICILLIN + SULBACTAM,AMPICILLIN + SULBACTAM,INJ.,"['250MG', '500MG']",['VIAL'],"250MG,500MG|VIAL|INJ."
Ampicillin + Sulbactam,Inj.:,"1000 mg (as Sodium) + 500 mg Vial (IM, IV) ",J01CR01,,,,STREPTOKINASE,STREPTOKINASE,AMPICILLIN + SULBACTAM,AMPICILLIN + SULBACTAM,INJ.,"['1000MG', '500MG']",['VIAL'],"1000MG,500MG|VIAL|INJ."
Ampicillin + Sulbactam,Inj.:,"2000 mg (as Sodium) + 1000 mg Vial (IM, IV) ",J01CR01,,,,STREPTOKINASE,STREPTOKINASE,AMPICILLIN + SULBACTAM,AMPICILLIN + SULBACTAM,INJ.,"['1000MG', '2000MG']",['VIAL'],"1000MG,2000MG|VIAL|INJ."
Anastrozole,Oral:,1 mg Film-coated tablet ,L02BG03,,,,STREPTOKINASE,STREPTOKINASE,ANASTROZOLE,ANASTROZOLE,PO,['1MG'],['TABLET'],1MG|TABLET|PO
Anti-D immunoglobulin (Human anti-D immunoglobulin),Inj.:,200 mcg/mL in 1.5 mL Ampul (IM) ,J06BB01,,,,STREPTOKINASE,STREPTOKINASE,ANTI-D IMMUNOGLOBULIN (HUMAN ANTI-D IMMUNOGLOBULIN),ANTI-D IMMUNOGLOBULIN (HUMAN ANTI-D IMMUNOGLOBULIN),INJ.,"['1.5ML', '200MCG']",['AMPUL'],"1.5ML,200MCG|AMPUL|INJ."
Antilymphocyte Immunoglobulin (ALG),Inj.:,100 mg/5 mL Vial (IV) (Equine) ,"L04AA03
",,,,STREPTOKINASE,STREPTOKINASE,ANTILYMPHOCYTE IMMUNOGLOBULIN (ALG),ANTILYMPHOCYTE IMMUNOGLOBULIN (ALG),INJ.,['100MG/5ML'],['VIAL'],100MG/5ML|VIAL|INJ.
Anti-rabies serum,Inj.:,200 IU/mL in 5 mL Vial (IM) (Equine) *Primary Health Care,J06BB05,,,,STREPTOKINASE,STREPTOKINASE,ANTI-RABIES SERUM,ANTI-RABIES SERUM,INJ.,"['200IU', '5ML']",['VIAL'],"200IU,5ML|VIAL|INJ."
Anti-rabies serum,Inj.:,400 IU/mL in 5 mL Vial (IM) (Equine) *Primary Health Care,J06BB05,,,,STREPTOKINASE,STREPTOKINASE,ANTI-RABIES SERUM,ANTI-RABIES SERUM,INJ.,"['400IU', '5ML']",['VIAL'],"400IU,5ML|VIAL|INJ."
Anti-tetanus serum,Inj.:,4000 IU/mL in 2.5 mL Vial (IM) (Equine) *Primary Health Care,J06AA02,,,,STREPTOKINASE,STREPTOKINASE,ANTI-TETANUS SERUM,ANTI-TETANUS SERUM,INJ.,"['2.5ML', '4000IU']",['VIAL'],"2.5ML,4000IU|VIAL|INJ."
Anti-tetanus serum,Inj.:,1500 IU/0.7 mL Solution for injection Ampul/Vial (IM) (Equine) *Primary Health Care,J06AA02,,,,STREPTOKINASE,STREPTOKINASE,ANTI-TETANUS SERUM,ANTI-TETANUS SERUM,INJ.,['1500IU/0.7ML'],"['SOLUTION', 'AMPUL', 'VIAL']","1500IU/0.7ML|AMPUL,SOLUTION,VIAL|INJ."
Anti-tetanus serum,Inj.:,1500 IU/mL in 1 mL Ampul/Vial (IM) (Equine) *Primary Health Care,J06AA02,,,,STREPTOKINASE,STREPTOKINASE,ANTI-TETANUS SERUM,ANTI-TETANUS SERUM,INJ.,"['1500IU', '1ML']","['AMPUL', 'VIAL']","1500IU,1ML|AMPUL,VIAL|INJ."
Anti-tetanus serum,Inj.:,1500 IU/mL in 1.5 mL Ampul/Vial (IM) (Equine) *Primary Health Care,J06AA02,,,,STREPTOKINASE,STREPTOKINASE,ANTI-TETANUS SERUM,ANTI-TETANUS SERUM,INJ.,"['1.5ML', '1500IU']","['AMPUL', 'VIAL']","1.5ML,1500IU|AMPUL,VIAL|INJ."
Antithymocyte Immunoglobulin (ATG),Inj.:,25 mg/5 mL Vial (IV) (Rabbit) ,L04AA04,,,,STREPTOKINASE,STREPTOKINASE,ANTITHYMOCYTE IMMUNOGLOBULIN (ATG),ANTITHYMOCYTE IMMUNOGLOBULIN (ATG),INJ.,['25MG/5ML'],['VIAL'],25MG/5ML|VIAL|INJ.
Apixaban,Oral:,2.5 mg Film-coated tablet ,B01AF02 ,,,,STREPTOKINASE,STREPTOKINASE,APIXABAN,APIXABAN,PO,['2.5MG'],['TABLET'],2.5MG|TABLET|PO
Apixaban,Oral:,5 mg Film-coated tablet ,B01AF02 ,,,,STREPTOKINASE,STREPTOKINASE,APIXABAN,APIXABAN,PO,['5MG'],['TABLET'],5MG|TABLET|PO
Aripriprazole,Oral:,10 mg Tablet ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO,['10MG'],['TABLET'],10MG|TABLET|PO
Aripriprazole,Oral:,15 mg Tablet ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO,['15MG'],['TABLET'],15MG|TABLET|PO
Aripriprazole,Oral:,20 mg Tablet ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO,['20MG'],['TABLET'],20MG|TABLET|PO
Aripriprazole,Oral:,30 mg Tablet ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO,['30MG'],['TABLET'],30MG|TABLET|PO
Aripriprazole,Oral:,10 mg Orally disintegrating tablet (ODT) ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO,['10MG'],['TABLET'],10MG|TABLET|PO
Aripriprazole,Oral:,15 mg Orally disintegrating tablet (ODT) ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO,['15MG'],['TABLET'],15MG|TABLET|PO
Aripriprazole,Inj.:,300 mg (200 mg/mL) Lyophilized powder for extended-release suspension for injection Pre-filled dual chamber syringe ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,INJ.,"['200MG', '300MG']",['SUSPENSION'],"200MG,300MG|SUSPENSION|INJ."
Aripriprazole,Inj.:,400 mg (200 mg/mL) Lyophilized powder for extended-release suspension for injection Pre-filled dual chamber syringe ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,INJ.,"['200MG', '400MG']",['SUSPENSION'],"200MG,400MG|SUSPENSION|INJ."
Artemether + Lumefantrin,Oral:,20 mg + 120 mg Tablet *Primary Health Care,P01BF01,,,,STREPTOKINASE,STREPTOKINASE,ARTEMETHER + LUMEFANTRIN,ARTEMETHER + LUMEFANTRIN,PO,"['120MG', '20MG']",['TABLET'],"120MG,20MG|TABLET|PO"
Artesunate,Inj.:,60 mg Vial ,P01BE03,,,,STREPTOKINASE,STREPTOKINASE,ARTESUNATE,ARTESUNATE,INJ.,['60MG'],['VIAL'],60MG|VIAL|INJ.
Artesunate,Rectal:,50 mg Suppository ,P01BE03,,,,STREPTOKINASE,STREPTOKINASE,ARTESUNATE,ARTESUNATE,RECTAL,['50MG'],['SUPPOSITORY'],50MG|SUPPOSITORY|RECTAL
Ascorbic acid (Vitamin C),Oral:,100 mg Tablet *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO,['100MG'],['TABLET'],100MG|TABLET|PO
Ascorbic acid (Vitamin C),Oral:,500 mg Tablet *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO,['500MG'],['TABLET'],500MG|TABLET|PO
Ascorbic acid (Vitamin C),Oral:,100 mg/5 mL Syrup in 60 mL *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO,"['100MG/5ML', '60ML']",['SYRUP'],"100MG/5ML,60ML|SYRUP|PO"
Ascorbic acid (Vitamin C),Oral:,100 mg/5 mL Syrup in 120 mL *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO,"['100MG/5ML', '120ML']",['SYRUP'],"100MG/5ML,120ML|SYRUP|PO"
Ascorbic acid (Vitamin C),Oral:,100 mg/mL Syrup in 15 mL *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO,"['100MG', '15ML']",['SYRUP'],"100MG,15ML|SYRUP|PO"
Ascorbic acid (Vitamin C),Oral:,100 mg/mL Syrup in 30 mL *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO,"['100MG', '30ML']",['SYRUP'],"100MG,30ML|SYRUP|PO"
Ascorbic acid (Vitamin C),Inj.:,250 mg/mL in 2 mL Ampul (IV) ,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),INJ.,"['250MG', '2ML']",['AMPUL'],"250MG,2ML|AMPUL|INJ."
Asparaginase,Inj.:,"10,000 IU Lyophilized powder Vial (IV) ",L01XX02,,,,STREPTOKINASE,STREPTOKINASE,ASPARAGINASE,ASPARAGINASE,INJ.,['000IU'],['VIAL'],000IU|VIAL|INJ.
Aspirin,Oral:,80 mg Tablet *Primary Health Care,B01AC06,,,,STREPTOKINASE,STREPTOKINASE,ASPIRIN,ASPIRIN,PO,['80MG'],['TABLET'],80MG|TABLET|PO
Aspirin,Oral:,100 mg Tablet *Primary Health Care,B01AC06,,,,STREPTOKINASE,STREPTOKINASE,ASPIRIN,ASPIRIN,PO,['100MG'],['TABLET'],100MG|TABLET|PO
Aspirin,Oral:,300 mg Tablet ,B01AC06,,,,STREPTOKINASE,STREPTOKINASE,ASPIRIN,ASPIRIN,PO,['300MG'],['TABLET'],300MG|TABLET|PO
Aspirin,Oral:,325 mg Tablet ,B01AC06,,,,STREPTOKINASE,STREPTOKINASE,ASPIRIN,ASPIRIN,PO,['325MG'],['TABLET'],325MG|TABLET|PO
Atenolol,Oral:,50 mg Tablet *Primary Health Care,C07AB03,,,,STREPTOKINASE,STREPTOKINASE,ATENOLOL,ATENOLOL,PO,['50MG'],['TABLET'],50MG|TABLET|PO
Atenolol,Oral:,100 mg Tablet *Primary Health Care,C07AB03,,,,STREPTOKINASE,STREPTOKINASE,ATENOLOL,ATENOLOL,PO,['100MG'],['TABLET'],100MG|TABLET|PO
Atorvastatin,Oral:,10 mg (as Calcium) Tablet *Primary Health Care,C10AA05,,,,STREPTOKINASE,STREPTOKINASE,ATORVASTATIN,ATORVASTATIN,PO,['10MG'],['TABLET'],10MG|TABLET|PO
Atorvastatin,Oral:,20 mg (as Calcium) Tablet *Primary Health Care,C10AA05,,,,STREPTOKINASE,STREPTOKINASE,ATORVASTATIN,ATORVASTATIN,PO,['20MG'],['TABLET'],20MG|TABLET|PO
Atorvastatin,Oral:,40 mg (as Calcium) Tablet *Primary Health Care,C10AA05,,,,STREPTOKINASE,STREPTOKINASE,ATORVASTATIN,ATORVASTATIN,PO,['40MG'],['TABLET'],40MG|TABLET|PO
Atorvastatin,Oral:,80 mg (as Calcium) Tablet *Primary Health Care,C10AA05,,,,STREPTOKINASE,STREPTOKINASE,ATORVASTATIN,ATORVASTATIN,PO,['80MG'],['TABLET'],80MG|TABLET|PO
Atracurium,Inj.:,10 mg/mL (as Besilate) in 2.5 mL Ampul (IV) ,M03AC04,,,,STREPTOKINASE,STREPTOKINASE,ATRACURIUM,ATRACURIUM,INJ.,"['10MG', '2.5ML']",['AMPUL'],"10MG,2.5ML|AMPUL|INJ."
Atracurium,Inj.:,10 mg/mL (as Besilate) in 5 mL Ampul (IV) ,M03AC05,,,,STREPTOKINASE,STREPTOKINASE,ATRACURIUM,ATRACURIUM,INJ.,"['10MG', '5ML']",['AMPUL'],"10MG,5ML|AMPUL|INJ."
Atropine,Oral:,600 mcg (equiv. to 500 mcg atropine) (as Sulfate) Tablet *Primary Health Care,S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,PO,"['500MCG', '600MCG']",['TABLET'],"500MCG,600MCG|TABLET|PO"
Atropine,Inj.:,"500 mcg/mL (as Sulfate) in 1 mL Ampul (IM, IV, SC) ",S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,INJ.,"['1ML', '500MCG']",['AMPUL'],"1ML,500MCG|AMPUL|INJ."
Atropine,Inj.:,"600 mcg/mL (as Sulfate) in 1 mL Ampul (IM, IV, SC) ",S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,INJ.,"['1ML', '600MCG']",['AMPUL'],"1ML,600MCG|AMPUL|INJ."
Atropine,Inj.:,"1 mg/mL (as Sulfate) in 1 mL Ampul (IM, IV, SC) *Primary Health Care",S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,INJ.,"['1MG', '1ML']",['AMPUL'],"1MG,1ML|AMPUL|INJ."
Atropine,Ophthalmic:,1% (as Sulfate) Solution in 5 mL (Ophthalmic drops) ,S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,OPHTHALMIC,"['1%', '5ML']","['DROPS', 'SOLUTION']","1%,5ML|DROPS,SOLUTION|OPHTHALMIC"
Atropine,Ophthalmic:,1% (as Sulfate) Solution in 10 mL (Ophthalmic drops) ,S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,OPHTHALMIC,"['1%', '10ML']","['DROPS', 'SOLUTION']","1%,10ML|DROPS,SOLUTION|OPHTHALMIC"
Azathioprine,Oral:,50 mg Tablet ,L04AX01,,,,STREPTOKINASE,STREPTOKINASE,AZATHIOPRINE,AZATHIOPRINE,PO,['50MG'],['TABLET'],50MG|TABLET|PO
Azithromycin,Oral:,250 mg (as Base*/dihydrate) Capsule *Primary Health Care,J01FA10,,,,STREPTOKINASE,STREPTOKINASE,AZITHROMYCIN,AZITHROMYCIN,PO,['250MG'],['CAPSULE'],250MG|CAPSULE|PO
Azithromycin,Oral:,250 mg (as Base*/dihydrate/monohydrate) Tablet *Primary Health Care,J01FA10,,,,STREPTOKINASE,STREPTOKINASE,AZITHROMYCIN,AZITHROMYCIN,PO,['250MG'],['TABLET'],250MG|TABLET|PO
Azithromycin,Oral:,500 mg (as Base*/dihydrate/monohydrate) Tablet *Primary Health Care,J01FA10,,,,STREPTOKINASE,STREPTOKINASE,AZITHROMYCIN,AZITHROMYCIN,PO,['500MG'],['TABLET'],500MG|TABLET|PO
Azithromycin,Oral:,200 mg/5 mL (as Base*/dihydrate/monohydrate) Powder for suspension in 15 mL *Primary Health Care,J01FA10,,,,STREPTOKINASE,STREPTOKINASE,AZITHROMYCIN,AZITHROMYCIN,PO,"['15ML', '200MG/5ML']",['SUSPENSION'],"15ML,200MG/5ML|SUSPENSION|PO"
Azithromycin,Oral:,200 mg/5 mL (as Base*/dihydrate/monohydrate) Powder for suspension in 60 mL *Primary Health Care,J01FA10,,,,STREPTOKINASE,STREPTOKINASE,AZITHROMYCIN,AZITHROMYCIN,PO,"['200MG/5ML', '60ML']",['SUSPENSION'],"200MG/5ML,60ML|SUSPENSION|PO"
Azithromycin,Inj.:,500 mg (as Base*/dihydrate) Powder Vial (IV infusion) ,J01FA10,,,,STREPTOKINASE,STREPTOKINASE,AZITHROMYCIN,AZITHROMYCIN,INJ.,['500MG'],['VIAL'],500MG|VIAL|INJ.
Aztreonam *Reserve antimicrobial,Inj.:,1 g Powder for injection ,J01DF01,,,,STREPTOKINASE,STREPTOKINASE,AZTREONAM RESERVE ANTIMICROBIAL,AZTREONAM RESERVE ANTIMICROBIAL,INJ.,['1G'],['UNSPECIFIED'],1G|UNSPECIFIED|INJ.
Bacitracin + Neomycin + Polymixin B,Topical:,"200 IU + 3 mg (as Sulfate) + 4000 IU (as Sulfate) per g, Ointment in 10 g Tube ",D06AX05,,,,STREPTOKINASE,STREPTOKINASE,BACITRACIN + NEOMYCIN + POLYMIXIN B,BACITRACIN + NEOMYCIN + POLYMIXIN B,TOP,"['10G', '200IU', '3MG', '4000IU']",['OINTMENT'],"10G,200IU,3MG,4000IU|OINTMENT|TOP"
Baclofen,Oral:,10 mg Tablet ,M03BX01,,,,STREPTOKINASE,STREPTOKINASE,BACLOFEN,BACLOFEN,PO,['10MG'],['TABLET'],10MG|TABLET|PO
Balanced Multiple Maintenance Solution + Dextrose,Inj.:,"in 250 mL Bottle/Bag (IV infusion) (Infants) with 5% Dextrose composed of:
Dextrose = 50 g/L
Na+ = 25-30 mmol/L
K+ = 20-25 mmol/L
Mg++ = 1.35-1.65 mmol/L
Cl- = 22 mmol/L
Acetate = 23 mmol/L  *Primary Health Care",B05BB02,,,,STREPTOKINASE,STREPTOKINASE,BALANCED MULTIPLE MAINTENANCE SOLUTION + DEXTROSE,BALANCED MULTIPLE MAINTENANCE SOLUTION + DEXTROSE,INJ.,"['1.65MMOL', '22MMOL', '23MMOL', '250ML', '25MMOL', '30MMOL', '5%', '50G']",['UNSPECIFIED'],"1.65MMOL,22MMOL,23MMOL,250ML,25MMOL,30MMOL,5%,50G|UNSPECIFIED|INJ."
Balanced Multiple Maintenance Solution + Dextrose,Inj.:,"in 500 mL Bottle/Bag (IV infusion) (Infants) with 5% Dextrose composed of:
Dextrose = 50 g/L
Na+ = 25-30 mmol/L
K+ = 20-25 mmol/L
Mg++ = 1.35-1.65 mmol/L
Cl- = 22 mmol/L
Acetate = 23 mmol/L  *Primary Health Care",B05BB02,,,,STREPTOKINASE,STREPTOKINASE,BALANCED MULTIPLE MAINTENANCE SOLUTION + DEXTROSE,BALANCED MULTIPLE MAINTENANCE SOLUTION + DEXTROSE,INJ.,"['1.65MMOL', '22MMOL', '23MMOL', '25MMOL', '30MMOL', '5%', '500ML', '50G']",['UNSPECIFIED'],"1.65MMOL,22MMOL,23MMOL,25MMOL,30MMOL,5%,500ML,50G|UNSPECIFIED|INJ."
Balanced Multiple Maintenance Solution + Dextrose,Inj.:,"with 5% Dextrose, in 1 L Bottle/Bag (IV infusion) (Children & Adults) composed of:
Dextrose = 50 g/L
Na+ = 40-50 mmol/L
K+ = 13-30 mmol/L
Mg++ = 1.65 mmol/L
Cl- = 40 mmol/L
Acetate = 16 mmol/L *Primary Health Care",B05BB02,,,,STREPTOKINASE,STREPTOKINASE,BALANCED MULTIPLE MAINTENANCE SOLUTION + DEXTROSE,BALANCED MULTIPLE MAINTENANCE SOLUTION + DEXTROSE,INJ.,"['1.65MMOL', '16MMOL', '30MMOL', '40MMOL', '5%', '50G', '50MMOL']",['UNSPECIFIED'],"1.65MMOL,16MMOL,30MMOL,40MMOL,5%,50G,50MMOL|UNSPECIFIED|INJ."
Balanced Multiple Replacement Solution,Inj.:,"in 500 mL Bottle/Bag (IV infusion) composed of:
Na+ = 140-145 mmol/L
K+ = 4-5 mmol/L
Mg++ = 1-1.65 mmol/L
Cl- = 98-127 mmol/L
Acetate = 24-50 mmol/L
Dextrose = 50 g/L (5%) *Primary Health Care",B05BB02,,,,STREPTOKINASE,STREPTOKINASE,BALANCED MULTIPLE REPLACEMENT SOLUTION,BALANCED MULTIPLE REPLACEMENT SOLUTION,INJ.,"['1.65MMOL', '127MMOL', '145MMOL', '5%', '500ML', '50G', '50MMOL', '5MMOL']",['UNSPECIFIED'],"1.65MMOL,127MMOL,145MMOL,5%,500ML,50G,50MMOL,5MMOL|UNSPECIFIED|INJ."
Balanced Multiple Replacement Solution,Inj.:,"in 1 L Bottle/Bag (IV infusion) composed of:
Na+ = 140-145 mmol/L
K+ = 4-5 mmol/L
Mg++ = 1-1.65 mmol/L
Cl- = 98-127 mmol/L
Acetate = 24-50 mmol/L
Dextrose = 50 g/L (5%) *Primary Health Care",B05BB02,,,,STREPTOKINASE,STREPTOKINASE,BALANCED MULTIPLE REPLACEMENT SOLUTION,BALANCED MULTIPLE REPLACEMENT SOLUTION,INJ.,"['1.65MMOL', '127MMOL', '145MMOL', '5%', '50G', '50MMOL', '5MMOL']",['UNSPECIFIED'],"1.65MMOL,127MMOL,145MMOL,5%,50G,50MMOL,5MMOL|UNSPECIFIED|INJ."
Balanced Multiple Replacement Solution (pH 7.4),Inj.:,"in 500 mL Bottle/Bag (IV infusion) composed of:
Na+ = 140 mmol/L
K+ = 5 mmol/L
Mg++ = 3 mmol/L
Cl- = 98 mmol/L
Acetate = 50 mmol/L ",B05BB02,,,,STREPTOKINASE,STREPTOKINASE,BALANCED MULTIPLE REPLACEMENT SOLUTION (PH 7.4),BALANCED MULTIPLE REPLACEMENT SOLUTION (PH 7.4),INJ.,"['140MMOL', '3MMOL', '500ML', '50MMOL', '5MMOL', '98MMOL']",['UNSPECIFIED'],"140MMOL,3MMOL,500ML,50MMOL,5MMOL,98MMOL|UNSPECIFIED|INJ."
Balanced Multiple Replacement Solution (pH 7.4),Inj.:,"in 1 L Bottle/Bag (IV infusion) composed of:
Na+ = 140 mmol/L
K+ = 5 mmol/L
Mg++ = 3 mmol/L
Cl- = 98 mmol/L
Acetate = 50 mmol/L ",B05BB02,,,,STREPTOKINASE,STREPTOKINASE,BALANCED MULTIPLE REPLACEMENT SOLUTION (PH 7.4),BALANCED MULTIPLE REPLACEMENT SOLUTION (PH 7.4),INJ.,"['140MMOL', '3MMOL', '50MMOL', '5MMOL', '98MMOL']",['UNSPECIFIED'],"140MMOL,3MMOL,50MMOL,5MMOL,98MMOL|UNSPECIFIED|INJ."
Barium,Oral:,"(as Sulfate) Powder in 340 g Pouch, LDPE bag USP Grade suspended in water ",V08BA01,,,,STREPTOKINASE,STREPTOKINASE,BARIUM,BARIUM,PO,['340G'],['UNSPECIFIED'],340G|UNSPECIFIED|PO
Barium,Oral:,"(as Sulfate) Powder in 454 g Pouch, LDPE bag USP Grade suspended in water ",V08BA01,,,,STREPTOKINASE,STREPTOKINASE,BARIUM,BARIUM,PO,['454G'],['UNSPECIFIED'],454G|UNSPECIFIED|PO
