MOLECULE,ROUTE,TECHNICAL_SPECIFICATIONS,ATC_CODE,_BRAND_CANDIDATE,_BRAND_CANDIDATE_N,_FDA_BRAND_N,_FDA_GENERIC_N,_GENERIC_FROM_BRAND,_GENERIC_BEST,_GENERIC_BASE,_ROUTE_N
Aripriprazole,Oral:,10 mg Tablet ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO
Aripriprazole,Oral:,15 mg Tablet ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO
Aripriprazole,Oral:,20 mg Tablet ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO
Aripriprazole,Oral:,30 mg Tablet ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO
Aripriprazole,Oral:,10 mg Orally disintegrating tablet (ODT) ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO
Aripriprazole,Oral:,15 mg Orally disintegrating tablet (ODT) ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,PO
Aripriprazole,Inj.:,300 mg (200 mg/mL) Lyophilized powder for extended-release suspension for injection Pre-filled dual chamber syringe ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,INJ.
Aripriprazole,Inj.:,400 mg (200 mg/mL) Lyophilized powder for extended-release suspension for injection Pre-filled dual chamber syringe ,N05AX12,,,,STREPTOKINASE,STREPTOKINASE,ARIPRIPRAZOLE,ARIPRIPRAZOLE,INJ.
Artemether + Lumefantrin,Oral:,20 mg + 120 mg Tablet *Primary Health Care,P01BF01,,,,STREPTOKINASE,STREPTOKINASE,ARTEMETHER + LUMEFANTRIN,ARTEMETHER + LUMEFANTRIN,PO
Artesunate,Inj.:,60 mg Vial ,P01BE03,,,,STREPTOKINASE,STREPTOKINASE,ARTESUNATE,ARTESUNATE,INJ.
Artesunate,Rectal:,50 mg Suppository ,P01BE03,,,,STREPTOKINASE,STREPTOKINASE,ARTESUNATE,ARTESUNATE,RECTAL
Ascorbic acid (Vitamin C),Oral:,100 mg Tablet *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO
Ascorbic acid (Vitamin C),Oral:,500 mg Tablet *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO
Ascorbic acid (Vitamin C),Oral:,100 mg/5 mL Syrup in 60 mL *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO
Ascorbic acid (Vitamin C),Oral:,100 mg/5 mL Syrup in 120 mL *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO
Ascorbic acid (Vitamin C),Oral:,100 mg/mL Syrup in 15 mL *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO
Ascorbic acid (Vitamin C),Oral:,100 mg/mL Syrup in 30 mL *Primary Health Care,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),PO
Ascorbic acid (Vitamin C),Inj.:,250 mg/mL in 2 mL Ampul (IV) ,A11GA01,,,,STREPTOKINASE,STREPTOKINASE,ASCORBIC ACID (VITAMIN C),ASCORBIC ACID (VITAMIN C),INJ.
Asparaginase,Inj.:,"10,000 IU Lyophilized powder Vial (IV) ",L01XX02,,,,STREPTOKINASE,STREPTOKINASE,ASPARAGINASE,ASPARAGINASE,INJ.
Aspirin,Oral:,80 mg Tablet *Primary Health Care,B01AC06,,,,STREPTOKINASE,STREPTOKINASE,ASPIRIN,ASPIRIN,PO
Aspirin,Oral:,100 mg Tablet *Primary Health Care,B01AC06,,,,STREPTOKINASE,STREPTOKINASE,ASPIRIN,ASPIRIN,PO
Aspirin,Oral:,300 mg Tablet ,B01AC06,,,,STREPTOKINASE,STREPTOKINASE,ASPIRIN,ASPIRIN,PO
Aspirin,Oral:,325 mg Tablet ,B01AC06,,,,STREPTOKINASE,STREPTOKINASE,ASPIRIN,ASPIRIN,PO
Atenolol,Oral:,50 mg Tablet *Primary Health Care,C07AB03,,,,STREPTOKINASE,STREPTOKINASE,ATENOLOL,ATENOLOL,PO
Atenolol,Oral:,100 mg Tablet *Primary Health Care,C07AB03,,,,STREPTOKINASE,STREPTOKINASE,ATENOLOL,ATENOLOL,PO
Atorvastatin,Oral:,10 mg (as Calcium) Tablet *Primary Health Care,C10AA05,,,,STREPTOKINASE,STREPTOKINASE,ATORVASTATIN,ATORVASTATIN,PO
Atorvastatin,Oral:,20 mg (as Calcium) Tablet *Primary Health Care,C10AA05,,,,STREPTOKINASE,STREPTOKINASE,ATORVASTATIN,ATORVASTATIN,PO
Atorvastatin,Oral:,40 mg (as Calcium) Tablet *Primary Health Care,C10AA05,,,,STREPTOKINASE,STREPTOKINASE,ATORVASTATIN,ATORVASTATIN,PO
Atorvastatin,Oral:,80 mg (as Calcium) Tablet *Primary Health Care,C10AA05,,,,STREPTOKINASE,STREPTOKINASE,ATORVASTATIN,ATORVASTATIN,PO
Atracurium,Inj.:,10 mg/mL (as Besilate) in 2.5 mL Ampul (IV) ,M03AC04,,,,STREPTOKINASE,STREPTOKINASE,ATRACURIUM,ATRACURIUM,INJ.
Atracurium,Inj.:,10 mg/mL (as Besilate) in 5 mL Ampul (IV) ,M03AC05,,,,STREPTOKINASE,STREPTOKINASE,ATRACURIUM,ATRACURIUM,INJ.
Atropine,Oral:,600 mcg (equiv. to 500 mcg atropine) (as Sulfate) Tablet *Primary Health Care,S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,PO
Atropine,Inj.:,"500 mcg/mL (as Sulfate) in 1 mL Ampul (IM, IV, SC) ",S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,INJ.
Atropine,Inj.:,"600 mcg/mL (as Sulfate) in 1 mL Ampul (IM, IV, SC) ",S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,INJ.
Atropine,Inj.:,"1 mg/mL (as Sulfate) in 1 mL Ampul (IM, IV, SC) *Primary Health Care",S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,INJ.
Atropine,Ophthalmic:,1% (as Sulfate) Solution in 5 mL (Ophthalmic drops) ,S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,OPHTHALMIC
Atropine,Ophthalmic:,1% (as Sulfate) Solution in 10 mL (Ophthalmic drops) ,S01FA01,,,,STREPTOKINASE,STREPTOKINASE,ATROPINE,ATROPINE,OPHTHALMIC
Azathioprine,Oral:,50 mg Tablet ,L04AX01,,,,STREPTOKINASE,STREPTOKINASE,AZATHIOPRINE,AZATHIOPRINE,PO
Azithromycin,Oral:,250 mg (as Base*/dihydrate) Capsule *Primary Health Care,J01FA10,,,,STREPTOKINASE,STREPTOKINASE,AZITHROMYCIN,AZITHROMYCIN,PO
Azithromycin,Oral:,250 mg (as Base*/dihydrate/monohydrate) Tablet *Primary Health Care,J01FA10,,,,STREPTOKINASE,STREPTOKINASE,AZITHROMYCIN,AZITHROMYCIN,PO
Azithromycin,Oral:,500 mg (as Base*/dihydrate/monohydrate) Tablet *Primary Health Care,J01FA10,,,,STREPTOKINASE,STREPTOKINASE,AZITHROMYCIN,AZITHROMYCIN,PO
Azithromycin,Oral:,200 mg/5 mL (as Base*/dihydrate/monohydrate) Powder for suspension in 15 mL *Primary Health Care,J01FA10,,,,STREPTOKINASE,STREPTOKINASE,AZITHROMYCIN,AZITHROMYCIN,PO
Azithromycin,Oral:,200 mg/5 mL (as Base*/dihydrate/monohydrate) Powder for suspension in 60 mL *Primary Health Care,J01FA10,,,,STREPTOKINASE,STREPTOKINASE,AZITHROMYCIN,AZITHROMYCIN,PO
Azithromycin,Inj.:,500 mg (as Base*/dihydrate) Powder Vial (IV infusion) ,J01FA10,,,,STREPTOKINASE,STREPTOKINASE,AZITHROMYCIN,AZITHROMYCIN,INJ.
Aztreonam *Reserve antimicrobial,Inj.:,1 g Powder for injection ,J01DF01,,,,STREPTOKINASE,STREPTOKINASE,AZTREONAM RESERVE ANTIMICROBIAL,AZTREONAM RESERVE ANTIMICROBIAL,INJ.
Bacitracin + Neomycin + Polymixin B,Topical:,"200 IU + 3 mg (as Sulfate) + 4000 IU (as Sulfate) per g, Ointment in 10 g Tube ",D06AX05,,,,STREPTOKINASE,STREPTOKINASE,BACITRACIN + NEOMYCIN + POLYMIXIN B,BACITRACIN + NEOMYCIN + POLYMIXIN B,TOP
Baclofen,Oral:,10 mg Tablet ,M03BX01,,,,STREPTOKINASE,STREPTOKINASE,BACLOFEN,BACLOFEN,PO
Balanced Multiple Maintenance Solution + Dextrose,Inj.:,"in 250 mL Bottle/Bag (IV infusion) (Infants) with 5% Dextrose composed of:
Dextrose = 50 g/L
Na+ = 25-30 mmol/L
K+ = 20-25 mmol/L
Mg++ = 1.35-1.65 mmol/L
Cl- = 22 mmol/L
Acetate = 23 mmol/L  *Primary Health Care",B05BB02,,,,STREPTOKINASE,STREPTOKINASE,BALANCED MULTIPLE MAINTENANCE SOLUTION + DEXTROSE,BALANCED MULTIPLE MAINTENANCE SOLUTION + DEXTROSE,INJ.
Balanced Multiple Maintenance Solution + Dextrose,Inj.:,"in 500 mL Bottle/Bag (IV infusion) (Infants) with 5% Dextrose composed of:
Dextrose = 50 g/L
Na+ = 25-30 mmol/L
K+ = 20-25 mmol/L
Mg++ = 1.35-1.65 mmol/L
Cl- = 22 mmol/L
Acetate = 23 mmol/L  *Primary Health Care",B05BB02,,,,STREPTOKINASE,STREPTOKINASE,BALANCED MULTIPLE MAINTENANCE SOLUTION + DEXTROSE,BALANCED MULTIPLE MAINTENANCE SOLUTION + DEXTROSE,INJ.
Balanced Multiple Maintenance Solution + Dextrose,Inj.:,"with 5% Dextrose, in 1 L Bottle/Bag (IV infusion) (Children & Adults) composed of:
Dextrose = 50 g/L
Na+ = 40-50 mmol/L
K+ = 13-30 mmol/L
Mg++ = 1.65 mmol/L
Cl- = 40 mmol/L
Acetate = 16 mmol/L *Primary Health Care",B05BB02,,,,STREPTOKINASE,STREPTOKINASE,BALANCED MULTIPLE MAINTENANCE SOLUTION + DEXTROSE,BALANCED MULTIPLE MAINTENANCE SOLUTION + DEXTROSE,INJ.
Balanced Multiple Replacement Solution,Inj.:,"in 500 mL Bottle/Bag (IV infusion) composed of:
Na+ = 140-145 mmol/L
K+ = 4-5 mmol/L
Mg++ = 1-1.65 mmol/L
Cl- = 98-127 mmol/L
Acetate = 24-50 mmol/L
Dextrose = 50 g/L (5%) *Primary Health Care",B05BB02,,,,STREPTOKINASE,STREPTOKINASE,BALANCED MULTIPLE REPLACEMENT SOLUTION,BALANCED MULTIPLE REPLACEMENT SOLUTION,INJ.
Balanced Multiple Replacement Solution,Inj.:,"in 1 L Bottle/Bag (IV infusion) composed of:
Na+ = 140-145 mmol/L
K+ = 4-5 mmol/L
Mg++ = 1-1.65 mmol/L
Cl- = 98-127 mmol/L
Acetate = 24-50 mmol/L
Dextrose = 50 g/L (5%) *Primary Health Care",B05BB02,,,,STREPTOKINASE,STREPTOKINASE,BALANCED MULTIPLE REPLACEMENT SOLUTION,BALANCED MULTIPLE REPLACEMENT SOLUTION,INJ.
Balanced Multiple Replacement Solution (pH 7.4),Inj.:,"in 500 mL Bottle/Bag (IV infusion) composed of:
Na+ = 140 mmol/L
K+ = 5 mmol/L
Mg++ = 3 mmol/L
Cl- = 98 mmol/L
Acetate = 50 mmol/L ",B05BB02,,,,STREPTOKINASE,STREPTOKINASE,BALANCED MULTIPLE REPLACEMENT SOLUTION (PH 7.4),BALANCED MULTIPLE REPLACEMENT SOLUTION (PH 7.4),INJ.
Balanced Multiple Replacement Solution (pH 7.4),Inj.:,"in 1 L Bottle/Bag (IV infusion) composed of:
Na+ = 140 mmol/L
K+ = 5 mmol/L
Mg++ = 3 mmol/L
Cl- = 98 mmol/L
Acetate = 50 mmol/L ",B05BB02,,,,STREPTOKINASE,STREPTOKINASE,BALANCED MULTIPLE REPLACEMENT SOLUTION (PH 7.4),BALANCED MULTIPLE REPLACEMENT SOLUTION (PH 7.4),INJ.
Barium,Oral:,"(as Sulfate) Powder in 340 g Pouch, LDPE bag USP Grade suspended in water ",V08BA01,,,,STREPTOKINASE,STREPTOKINASE,BARIUM,BARIUM,PO
Barium,Oral:,"(as Sulfate) Powder in 454 g Pouch, LDPE bag USP Grade suspended in water ",V08BA01,,,,STREPTOKINASE,STREPTOKINASE,BARIUM,BARIUM,PO
Basiliximab,Inj.:,20 mg Vial (IV infusion) ,L04AC02,,,,STREPTOKINASE,STREPTOKINASE,BASILIXIMAB,BASILIXIMAB,INJ.
BCG Vaccine,Inj.:,100 mcg/0.1 mL Freeze dried powder in 1 mL Vial (ID) *Primary Health Care,L03AX03,,,,STREPTOKINASE,STREPTOKINASE,BCG VACCINE,BCG VACCINE,INJ.
BCG Vaccine,Inj.:,100 mcg/0.1 mL Freeze dried powder in 1.5 mL Vial (ID) *Primary Health Care,L03AX03,,,,STREPTOKINASE,STREPTOKINASE,BCG VACCINE,BCG VACCINE,INJ.
BCG Vaccine,Inj.:,100 mcg/0.1 mL Freeze dried powder in 2 mL Vial (ID) *Primary Health Care,L03AX03,,,,STREPTOKINASE,STREPTOKINASE,BCG VACCINE,BCG VACCINE,INJ.
BCG Vaccine,Inj.:,500 mcg/mL Vial + Diluent in ampul (ID) 20 doses *Primary Health Care,L03AX03,,,,STREPTOKINASE,STREPTOKINASE,BCG VACCINE,BCG VACCINE,INJ.
Bedaquiline,Oral:,100 mg (as Fumarate) Tablet ,J04AK05,,,,STREPTOKINASE,STREPTOKINASE,BEDAQUILINE,BEDAQUILINE,PO
Benzoyl peroxide,Topical:,5% Gel in 20 g Tube ,D10AE01,,,,STREPTOKINASE,STREPTOKINASE,BENZOYL PEROXIDE,BENZOYL PEROXIDE,TOP
Benzoyl peroxide,Topical:,25% Lotion in 60 mL Bottle ,D10AE01,,,,STREPTOKINASE,STREPTOKINASE,BENZOYL PEROXIDE,BENZOYL PEROXIDE,TOP
Benzoyl peroxide,Topical:,25% Lotion in 120 mL Bottle ,D10AE01,,,,STREPTOKINASE,STREPTOKINASE,BENZOYL PEROXIDE,BENZOYL PEROXIDE,TOP
Beractant,Inj.:,25 mg/mL Suspension in 4 mL Vial (Intratracheal administration) ,R07AA ,,,,STREPTOKINASE,STREPTOKINASE,BERACTANT,BERACTANT,INJ.
Beractant,Inj.:,25 mg/mL Suspension in 8 mL Vial (Intratracheal administration) ,R07AA ,,,,STREPTOKINASE,STREPTOKINASE,BERACTANT,BERACTANT,INJ.
Betahistine,Oral:,8 mg (as Hydrochloride/Dihydrochloride) Tablet *Primary Health Care,N07CA01,,,,STREPTOKINASE,STREPTOKINASE,BETAHISTINE,BETAHISTINE,PO
Betahistine,Oral:,16 mg (as Hydrochloride/Dihydrochloride) Tablet *Primary Health Care,N07CA01,,,,STREPTOKINASE,STREPTOKINASE,BETAHISTINE,BETAHISTINE,PO
Betahistine,Oral:,24 mg (as Hydrochloride/Dihydrochloride) Tablet ,N07CA01,,,,STREPTOKINASE,STREPTOKINASE,BETAHISTINE,BETAHISTINE,PO
Betamethasone,Topical:,0.05% (as Dipropionate) Cream/Ointment in 5 g Tube ,D07XC01,,,,STREPTOKINASE,STREPTOKINASE,BETAMETHASONE,BETAMETHASONE,TOP
Betamethasone,Topical:,0.05% (as Dipropionate) Cream/Ointment in 10 g Tube ,D07XC01,,,,STREPTOKINASE,STREPTOKINASE,BETAMETHASONE,BETAMETHASONE,TOP
Betamethasone,Topical:,0.1% (as Valerate) Cream/Ointment in 5 g Tube ,D07XC01,,,,STREPTOKINASE,STREPTOKINASE,BETAMETHASONE,BETAMETHASONE,TOP
Betaxolol,Ophthalmic:,0.25% (as Hydrochloride) Solution/Suspension in 5 mL drops ,C07AB05,,,,STREPTOKINASE,STREPTOKINASE,BETAXOLOL,BETAXOLOL,OPHTHALMIC
Betaxolol,Ophthalmic:,0.5% (as Hydrochloride) Solution/Suspension in 5 mL drops ,C07AB05,,,,STREPTOKINASE,STREPTOKINASE,BETAXOLOL,BETAXOLOL,OPHTHALMIC
Betaxolol,Ophthalmic:,0.5% (as Hydrochloride) Solution in 10 mL drops ,C07AB05,,,,STREPTOKINASE,STREPTOKINASE,BETAXOLOL,BETAXOLOL,OPHTHALMIC
Bicalutamide,Oral:,50 mg Tablet/Film-coated tablet ,L02BB03,,,,STREPTOKINASE,STREPTOKINASE,BICALUTAMIDE,BICALUTAMIDE,PO
Bicalutamide,Oral:,150 mg Tablet/Film-coated tablet ,L02BB03,,,,STREPTOKINASE,STREPTOKINASE,BICALUTAMIDE,BICALUTAMIDE,PO
Biperiden,Oral:,2 mg (as Hydrochloride) Tablet *Primary Health Care,N04AA02,,,,STREPTOKINASE,STREPTOKINASE,BIPERIDEN,BIPERIDEN,PO
Biperiden,Inj.:,"5 mg/mL (as Lactate) in 1 mL Ampul (IM, IV) ",N04AA02,,,,STREPTOKINASE,STREPTOKINASE,BIPERIDEN,BIPERIDEN,INJ.
Biphasic Isophane Human Insulin (Recombinant DNA),Inj.:,100 IU/mL (as 70% isophane suspension + 30% soluble insulin) in 5 mL Vial (SC) *Primary Health Care,A10AD01,,,,STREPTOKINASE,STREPTOKINASE,BIPHASIC ISOPHANE HUMAN INSULIN (RECOMBINANT DNA),BIPHASIC ISOPHANE HUMAN INSULIN (RECOMBINANT DNA),INJ.
Biphasic Isophane Human Insulin (Recombinant DNA),Inj.:,100 IU/mL (as 70% isophane suspension + 30% soluble insulin) in 10 mL Vial (SC) *Primary Health Care,A10AD01,,,,STREPTOKINASE,STREPTOKINASE,BIPHASIC ISOPHANE HUMAN INSULIN (RECOMBINANT DNA),BIPHASIC ISOPHANE HUMAN INSULIN (RECOMBINANT DNA),INJ.
Biphasic Isophane Human Insulin (Recombinant DNA),Inj.:,100 IU/mL (as 70% isophane suspension + 30% soluble insulin) in 3 mL Disposable syringe (SC) *Primary Health Care,A10AD01,,,,STREPTOKINASE,STREPTOKINASE,BIPHASIC ISOPHANE HUMAN INSULIN (RECOMBINANT DNA),BIPHASIC ISOPHANE HUMAN INSULIN (RECOMBINANT DNA),INJ.
Biphasic Isophane Human Insulin (Recombinant DNA),Inj.:,100 IU/mL (as 70% isophane suspension + 30% soluble insulin) in 3 mL Glass cartridge (SC) *Primary Health Care,A10AD01,,,,STREPTOKINASE,STREPTOKINASE,BIPHASIC ISOPHANE HUMAN INSULIN (RECOMBINANT DNA),BIPHASIC ISOPHANE HUMAN INSULIN (RECOMBINANT DNA),INJ.
Bisacodyl,Oral:,5 mg Tablet *Primary Health Care,A06AG02,,,,STREPTOKINASE,STREPTOKINASE,BISACODYL,BISACODYL,PO
Bisacodyl,Oral:,5 mg Modified Release (MR) tablet *Primary Health Care,A06AG02,,,,STREPTOKINASE,STREPTOKINASE,BISACODYL,BISACODYL,PO
Bisacodyl,Rectal:,5 mg Suppository (children) *Primary Health Care,A06AG02,,,,STREPTOKINASE,STREPTOKINASE,BISACODYL,BISACODYL,RECTAL
Bisacodyl,Rectal:,10 mg Suppository (adult) *Primary Health Care,A06AG02,,,,STREPTOKINASE,STREPTOKINASE,BISACODYL,BISACODYL,RECTAL
Bisoprolol,Oral:,2.5 mg (as Fumarate) Tablet ,C07AB07,,,,STREPTOKINASE,STREPTOKINASE,BISOPROLOL,BISOPROLOL,PO
Bisoprolol,Oral:,5 mg (as Fumarate) Tablet ,C07AB07,,,,STREPTOKINASE,STREPTOKINASE,BISOPROLOL,BISOPROLOL,PO
Bleomycin,Inj.:,"15 IU (as Sulfate) Powder Ampul/Vial (IM, IV) ",L01DC01,,,,STREPTOKINASE,STREPTOKINASE,BLEOMYCIN,BLEOMYCIN,INJ.
Brimonidine,Ophthalmic:,0.15% (as Tartrate) Ophthalmic solution in 5 mL Bottle ,S01EA05,,,,STREPTOKINASE,STREPTOKINASE,BRIMONIDINE,BRIMONIDINE,OPHTHALMIC
Brinzolamide,Ophthalmic:,1% Ophthalmic suspension in 5 mL Bottle ,S01EC04,,,,STREPTOKINASE,STREPTOKINASE,BRINZOLAMIDE,BRINZOLAMIDE,OPHTHALMIC
Bromazepam,Oral:,1.5 mg Tablet ,N05BA08,,,,STREPTOKINASE,STREPTOKINASE,BROMAZEPAM,BROMAZEPAM,PO
Bromocriptine,Oral:,2.5 mg (as Mesilate) Tablet ,G02CB01,,,,STREPTOKINASE,STREPTOKINASE,BROMOCRIPTINE,BROMOCRIPTINE,PO
Budesonide,Inhalation:,"100 mcg/dose x 200 doses, DPI with appropriate accompanying dispenser  ",R03BA02,,,,STREPTOKINASE,STREPTOKINASE,BUDESONIDE,BUDESONIDE,INH
Budesonide,Inhalation:,"200 mcg/dose x 100 doses, DPI with appropriate accompanying dispenser  ",R03BA02,,,,STREPTOKINASE,STREPTOKINASE,BUDESONIDE,BUDESONIDE,INH
Budesonide,Inhalation:,"200 mcg/dose x 120 actuations, MDI with appropriate accompanying dispenser  ",R03BA02,,,,STREPTOKINASE,STREPTOKINASE,BUDESONIDE,BUDESONIDE,INH
Budesonide,Inhalation:,250 mcg/mL in 2 mL Unit dose ,R03BA02,,,,STREPTOKINASE,STREPTOKINASE,BUDESONIDE,BUDESONIDE,INH
Budesonide + Formoterol,Inhalation:,"80 mcg + 4.5 mcg (as Fumarate dihydrate) x 60 doses, DPI with appropriate accompanying dispenser  ",R03AK07,,,,STREPTOKINASE,STREPTOKINASE,BUDESONIDE + FORMOTEROL,BUDESONIDE + FORMOTEROL,INH
Budesonide + Formoterol,Inhalation:,"160 mcg + 4.5 mcg (as Fumarate dihydrate) x 60 doses, DPI with appropriate accompanying dispenser  ",R03AK07,,,,STREPTOKINASE,STREPTOKINASE,BUDESONIDE + FORMOTEROL,BUDESONIDE + FORMOTEROL,INH
Budesonide + Formoterol,Inhalation:,"320 mcg + 9 mcg (as Fumarate dihydrate) x 60 doses, DPI with appropriate accompanying dispenser  ",R03AK07,,,,STREPTOKINASE,STREPTOKINASE,BUDESONIDE + FORMOTEROL,BUDESONIDE + FORMOTEROL,INH
Budesonide + Formoterol,Inhalation:,"80 mcg + 4.5 mcg (as Fumarate dihydrate) x 120 doses, MDI with appropriate accompanying dispenser  ",R03AK07,,,,STREPTOKINASE,STREPTOKINASE,BUDESONIDE + FORMOTEROL,BUDESONIDE + FORMOTEROL,INH
Budesonide + Formoterol,Inhalation:,"160 mcg + 4.5 mcg (as Fumarate dihydrate) x 120 doses, MDI with appropriate accompanying dispenser  ",R03AK07,,,,STREPTOKINASE,STREPTOKINASE,BUDESONIDE + FORMOTEROL,BUDESONIDE + FORMOTEROL,INH
Bumetanide,Oral:,1 mg Tablet ,C03CA02,,,,STREPTOKINASE,STREPTOKINASE,BUMETANIDE,BUMETANIDE,PO
Bumetanide,Inj.:,"500 mcg/mL in 4 mL Ampul (IM, IV) ",C03CA02,,,,STREPTOKINASE,STREPTOKINASE,BUMETANIDE,BUMETANIDE,INJ.
Bupivacaine,Inj.:,0.5% (as Hydrochloride) in 5 mL Vial ,N01BB01,,,,STREPTOKINASE,STREPTOKINASE,BUPIVACAINE,BUPIVACAINE,INJ.
Bupivacaine,Inj.:,0.5% (as Hydrochloride) in 10 mL Vial ,N01BB01,,,,STREPTOKINASE,STREPTOKINASE,BUPIVACAINE,BUPIVACAINE,INJ.
Bupivacaine,Inj.:,0.5% (as Hydrochloride) in 20 mL Vial ,N01BB01,,,,STREPTOKINASE,STREPTOKINASE,BUPIVACAINE,BUPIVACAINE,INJ.
Bupivacaine,Inj.:,0.5% (as Hydrochloride) in 5 mL Ampul/Vial (local infiltration) ,N01BB01,,,,STREPTOKINASE,STREPTOKINASE,BUPIVACAINE,BUPIVACAINE,INJ.
Bupivacaine,Inj.:,0.5% (as Hydrochloride) in 10 mL Ampul/Vial (local infiltration) ,N01BB01,,,,STREPTOKINASE,STREPTOKINASE,BUPIVACAINE,BUPIVACAINE,INJ.
Bupivacaine,Inj.:,0.5% (as Hydrochloride) in 20 mL Ampul/Vial (local infiltration) ,N01BB01,,,,STREPTOKINASE,STREPTOKINASE,BUPIVACAINE,BUPIVACAINE,INJ.
Bupivacaine,Inj.:,0.5% (as Hydrochloride) in 50 mL Ampul/Vial (local infiltration) ,N01BB01,,,,STREPTOKINASE,STREPTOKINASE,BUPIVACAINE,BUPIVACAINE,INJ.
Bupivacaine,Inj.:,"0.5% (as Hydrochloride) with 8% dextrose, in 4 mL Ampul (spinal) ",N01BB01,,,,STREPTOKINASE,STREPTOKINASE,BUPIVACAINE,BUPIVACAINE,INJ.
Bupivacaine,Inj.:,0.5% (as Hydrochloride) in 5 mL Ampul (isobaric) (spinal) ,N01BB01,,,,STREPTOKINASE,STREPTOKINASE,BUPIVACAINE,BUPIVACAINE,INJ.
Butamirate,Oral:,50 mg (as Citrate) Modified Release (MR) tablet *Primary Health Care,R05DB13,,,,STREPTOKINASE,STREPTOKINASE,BUTAMIRATE,BUTAMIRATE,PO
Butamirate,Oral:,7.5 mg/5 mL (as Citrate) Syrup in 120 mL *Primary Health Care,R05DB13,,,,STREPTOKINASE,STREPTOKINASE,BUTAMIRATE,BUTAMIRATE,PO
Butorphanol,Inj.:,"2 mg/mL in 1 mL Ampul/Vial (IM, IV) ",N02AF01,,,,STREPTOKINASE,STREPTOKINASE,BUTORPHANOL,BUTORPHANOL,INJ.
Butorphanol,Inj.:,"2 mg/mL in 2 mL Ampul/Vial (IM, IV) ",N02AF01,,,,STREPTOKINASE,STREPTOKINASE,BUTORPHANOL,BUTORPHANOL,INJ.
Calamine,Topical:,8% Lotion in 60 mL (plain) *Primary Health Care,D04AX ,,,,STREPTOKINASE,STREPTOKINASE,CALAMINE,CALAMINE,TOP
Calamine,Topical:,8% Lotion in 120 mL (plain) *Primary Health Care,D04AX ,,,,STREPTOKINASE,STREPTOKINASE,CALAMINE,CALAMINE,TOP
Calcipotriol,Topical:,50 mcg/g Ointment in 30 g Tube/Bottle ,D05AX02,,,,STREPTOKINASE,STREPTOKINASE,CALCIPOTRIOL,CALCIPOTRIOL,TOP
Calcipotriol + Betamethasone,Topical:,"50 mcg (as Hydrate) + 500 mcg (as Dipropionate) per g, Ointment in 30 g Tube ",D05AX52,,,,STREPTOKINASE,STREPTOKINASE,CALCIPOTRIOL + BETAMETHASONE,CALCIPOTRIOL + BETAMETHASONE,TOP
Calcitriol,Oral:,0.25 mcg Capsule ,A11CC04,,,,STREPTOKINASE,STREPTOKINASE,CALCITRIOL,CALCITRIOL,PO
Calcium,Oral:,(equiv. to 500 mg elemental calcium) (as Lactate) Tablet ,A12AA05 ,,,,STREPTOKINASE,STREPTOKINASE,CALCIUM,CALCIUM,PO
Calcium,Oral:,(equiv. to 500 mg elemental calcium) (as Carbonate) Tablet/Chewable tablet *Primary Health Care,A12AA04 ,,,,STREPTOKINASE,STREPTOKINASE,CALCIUM,CALCIUM,PO
